class1,class2,Answer.time_in_minutes,slide_number,response,predicate2,noun,predicate1,gender,nounclass,workerid
age,size,8.424983333333333,24,0.75,min&uacute;sculo,queso,viejo,masculine,food,65
texture,size,8.424983333333333,25,0.76,peque&ntilde;o,queso,duro,masculine,food,65
quality,color,8.424983333333333,26,0.67,rojo,pl&aacute;tano,bueno,masculine,food,65
age,shape,8.424983333333333,27,0.74,redondo,manzana,viejo,feminine,food,65
age,size,8.424983333333333,28,0.75,enorme,silla,viejo,feminine,furniture,65
color,quality,15.453583333333333,3,0,bueno,manzana,amarillo,feminine,food,66
age,nationality,15.453583333333333,4,0.03,mexicano,televisi&oacute;n ,fresco,feminine,furniture,66
size,age,15.453583333333333,5,0.05,viejo,manzana,peque&ntilde;o,feminine,food,66
quality,age,15.453583333333333,6,0.98,podrido,escritorio,bueno,masculine,furniture,66
age,nationality,15.453583333333333,7,0.97,mexicano,zanahoria,viejo,feminine,food,66
texture,nationality,15.453583333333333,8,0.04,espa&ntilde;ol,queso,liso,masculine,food,66
texture,size,15.453583333333333,9,0.02,grande,manzana,liso,feminine,food,66
texture,shape,15.453583333333333,10,0.05,redondo,televisi&oacute;n ,duro,feminine,furniture,66
texture,color,15.453583333333333,11,0.04,morado,zanahoria,suave,feminine,food,66
quality,color,15.453583333333333,12,0.03,marr&oacute;n,manzana,malo,feminine,food,66
color,nationality,15.453583333333333,13,0.98,americano,zanahoria,azul,feminine,food,66
nationality,color,15.453583333333333,14,0.01,morado,zanahoria,espa&ntilde;ol,feminine,food,66
size,nationality,15.453583333333333,15,0.95,americano,queso,corto,masculine,food,66
size,age,15.453583333333333,16,0.04,nuevo,silla,enorme,feminine,furniture,66
shape,age,15.453583333333333,17,0.96,fresco,televisi&oacute;n ,cuadrado,feminine,furniture,66
quality,shape,15.453583333333333,18,0.04,cuadrado,pl&aacute;tano,malo,masculine,food,66
size,color,15.453583333333333,19,0.05,morado,manzana,enorme,feminine,food,66
age,shape,15.453583333333333,20,0.03,redondo,zanahoria,fresco,feminine,food,66
shape,quality,15.453583333333333,21,0.98,bueno,tomate,cuadrado,masculine,food,66
size,quality,15.453583333333333,22,0,bueno,escritorio,largo,masculine,furniture,66
texture,shape,15.453583333333333,23,0.04,redondo,queso,duro,masculine,food,66
shape,size,15.453583333333333,24,0,enorme,sof&aacute; ,cuadrado,masculine,furniture,66
nationality,color,15.453583333333333,25,0.06,verde,queso,espa&ntilde;ol,masculine,food,66
quality,age,15.453583333333333,26,0.04,nuevo,queso,bueno,masculine,food,66
color,texture,15.453583333333333,27,0,duro,queso,azul,masculine,food,66
size,quality,15.453583333333333,28,0.04,malo,pl&aacute;tano,peque&ntilde;o,masculine,food,66
size,quality,2.1431,3,0.85,malo,televisi&oacute;n ,corto,feminine,furniture,67
color,age,2.1431,4,0.72,podrido,tomate,morado,masculine,food,67
color,size,2.1431,5,0.82,enorme,manzana,morado,feminine,food,67
shape,color,2.1431,6,0.45,verde,queso,redondo,masculine,food,67
color,texture,2.1431,7,0.34,suave,tomate,rojo,masculine,food,67
size,nationality,2.1431,8,0.77,espa&ntilde;ol,ventilador,min&uacute;sculo,masculine,furniture,67
texture,nationality,2.1431,9,0.76,americano,manzana,liso,feminine,food,67
size,age,2.1431,10,0.69,fresco,televisi&oacute;n ,enorme,feminine,furniture,67
color,age,2.1431,11,0.48,fresco,queso,azul,masculine,food,67
nationality,size,2.1431,12,0.86,min&uacute;sculo,escritorio,mexicano,masculine,furniture,67
nationality,size,2.1431,13,0.8,enorme,sof&aacute; ,espa&ntilde;ol,masculine,furniture,67
nationality,color,2.1431,14,0.78,marr&oacute;n,silla,americano,feminine,furniture,67
size,shape,2.1431,15,0.57,cuadrado,sof&aacute; ,min&uacute;sculo,masculine,furniture,67
nationality,color,2.1431,16,0.47,rojo,zanahoria,espa&ntilde;ol,feminine,food,67
nationality,shape,2.1431,17,0.72,redondo,sof&aacute; ,espa&ntilde;ol,masculine,furniture,67
nationality,color,2.1431,18,0.68,morado,manzana,mexicano,feminine,food,67
shape,size,2.1431,19,0.62,largo,sof&aacute; ,cuadrado,masculine,furniture,67
quality,color,2.1431,20,0.8,morado,silla,bueno,feminine,furniture,67
texture,age,2.1431,21,0.77,podrido,pl&aacute;tano,duro,masculine,food,67
size,shape,2.1431,22,0.5,cuadrado,pl&aacute;tano,peque&ntilde;o,masculine,food,67
texture,nationality,2.1431,23,0.68,mexicano,queso,duro,masculine,food,67
size,color,2.1431,24,0.72,marr&oacute;n,zanahoria,grande,feminine,food,67
color,quality,2.1431,25,0.75,bueno,silla,azul,feminine,furniture,67
color,size,2.1431,26,0.68,largo,televisi&oacute;n ,verde,feminine,furniture,67
color,age,2.1431,27,0.76,nuevo,sof&aacute; ,azul,masculine,furniture,67
color,texture,2.1431,28,0.85,suave,silla,marr&oacute;n,feminine,furniture,67
size,age,17.888183333333334,3,0.23,podrido,queso,enorme,masculine,food,68
color,size,17.888183333333334,4,0.54,enorme,tomate,rojo,masculine,food,68
color,nationality,17.888183333333334,5,0.66,espa&ntilde;ol,escritorio,rojo,masculine,furniture,68
texture,age,17.888183333333334,6,0.66,nuevo,queso,duro,masculine,food,68
size,age,17.888183333333334,7,0.78,nuevo,tomate,largo,masculine,food,68
nationality,age,17.888183333333334,8,0.23,nuevo,televisi&oacute;n ,mexicano,feminine,furniture,68
age,size,17.888183333333334,9,0.74,min&uacute;sculo,manzana,viejo,feminine,food,68
quality,texture,17.888183333333334,10,0.27,suave,sof&aacute; ,bueno,masculine,furniture,68
shape,color,17.888183333333334,11,0.22,amarillo,tomate,cuadrado,masculine,food,68
nationality,color,17.888183333333334,12,0.19,amarillo,sof&aacute; ,mexicano,masculine,furniture,68
nationality,age,17.888183333333334,13,0.76,viejo,manzana,mexicano,feminine,food,68
nationality,color,17.888183333333334,14,0.18,rojo,queso,americano,masculine,food,68
nationality,age,17.888183333333334,15,0.54,viejo,silla,mexicano,feminine,furniture,68
size,color,17.888183333333334,16,0.47,amarillo,televisi&oacute;n ,corto,feminine,furniture,68
color,nationality,17.888183333333334,17,0.61,espa&ntilde;ol,escritorio,marr&oacute;n,masculine,furniture,68
shape,quality,17.888183333333334,18,0.42,bueno,manzana,redondo,feminine,food,68
age,color,17.888183333333334,19,0.51,morado,sof&aacute; ,nuevo,masculine,furniture,68
nationality,color,17.888183333333334,20,0.55,azul,escritorio,espa&ntilde;ol,masculine,furniture,68
shape,size,17.888183333333334,21,0.56,min&uacute;sculo,pl&aacute;tano,redondo,masculine,food,68
size,quality,17.888183333333334,22,0.27,bueno,televisi&oacute;n ,peque&ntilde;o,feminine,furniture,68
size,color,17.888183333333334,23,0.53,amarillo,televisi&oacute;n ,corto,feminine,furniture,68
color,size,17.888183333333334,24,0.3,peque&ntilde;o,televisi&oacute;n ,rojo,feminine,furniture,68
nationality,texture,17.888183333333334,25,0.25,duro,televisi&oacute;n ,espa&ntilde;ol,feminine,furniture,68
nationality,age,17.888183333333334,26,0.45,nuevo,zanahoria,mexicano,feminine,food,68
nationality,texture,17.888183333333334,27,0.47,duro,escritorio,americano,masculine,furniture,68
nationality,size,17.888183333333334,28,0.44,min&uacute;sculo,sof&aacute; ,americano,masculine,furniture,68
size,age,12.9174,3,0.98,fresco,pl&aacute;tano,largo,masculine,food,69
age,quality,12.9174,4,0.97,malo,tomate,fresco,masculine,food,69
age,nationality,12.9174,5,0.1,americano,sof&aacute; ,podrido,masculine,furniture,69
size,color,12.9174,6,0.12,azul,manzana,min&uacute;sculo,feminine,food,69
size,age,12.9174,7,0.03,podrido,zanahoria,enorme,feminine,food,69
texture,age,12.9174,8,0.99,podrido,silla,suave,feminine,furniture,69
nationality,color,12.9174,9,0.1,verde,escritorio,mexicano,masculine,furniture,69
size,texture,12.9174,10,0.98,duro,manzana,peque&ntilde;o,feminine,food,69
texture,shape,12.9174,11,0.05,redondo,zanahoria,duro,feminine,food,69
size,shape,12.9174,12,0.97,redondo,ventilador,grande,masculine,furniture,69
size,color,12.9174,13,0.11,morado,sof&aacute; ,peque&ntilde;o,masculine,furniture,69
shape,color,12.9174,14,0.1,amarillo,zanahoria,cuadrado,feminine,food,69
age,color,12.9174,15,0.04,verde,escritorio,fresco,masculine,furniture,69
age,shape,12.9174,16,0.05,redondo,zanahoria,nuevo,feminine,food,69
nationality,texture,12.9174,17,0.98,liso,tomate,americano,masculine,food,69
texture,shape,12.9174,18,0.03,cuadrado,ventilador,liso,masculine,furniture,69
color,size,12.9174,19,0.02,min&uacute;sculo,ventilador,amarillo,masculine,furniture,69
color,nationality,12.9174,20,0.96,americano,televisi&oacute;n ,rojo,feminine,furniture,69
age,color,12.9174,21,0.96,azul,sof&aacute; ,podrido,masculine,furniture,69
color,quality,12.9174,22,0.06,bueno,manzana,morado,feminine,food,69
nationality,age,12.9174,23,0.09,viejo,silla,americano,feminine,furniture,69
color,age,12.9174,24,0.06,viejo,tomate,marr&oacute;n,masculine,food,69
texture,size,12.9174,25,0.95,grande,televisi&oacute;n ,duro,feminine,furniture,69
texture,color,12.9174,26,0.04,azul,sof&aacute; ,suave,masculine,furniture,69
size,age,12.9174,27,0.98,podrido,queso,grande,masculine,food,69
nationality,size,12.9174,28,0.08,grande,tomate,americano,masculine,food,69
size,shape,4.7068666666666665,3,0.81,redondo,escritorio,min&uacute;sculo,masculine,furniture,70
shape,age,4.7068666666666665,4,0.22,viejo,zanahoria,redondo,feminine,food,70
shape,color,4.7068666666666665,5,0.78,morado,televisi&oacute;n ,cuadrado,feminine,furniture,70
size,color,4.7068666666666665,6,0.83,morado,tomate,enorme,masculine,food,70
size,quality,4.7068666666666665,7,0.79,malo,ventilador,largo,masculine,furniture,70
age,size,4.7068666666666665,8,0.15,grande,tomate,nuevo,masculine,food,70
quality,texture,4.7068666666666665,9,0.18,suave,ventilador,malo,masculine,furniture,70
age,nationality,4.7068666666666665,10,0.12,mexicano,zanahoria,viejo,feminine,food,70
size,shape,4.7068666666666665,11,0.13,redondo,queso,grande,masculine,food,70
shape,age,4.7068666666666665,12,0.86,podrido,silla,redondo,feminine,furniture,70
size,color,4.7068666666666665,13,0.11,marr&oacute;n,pl&aacute;tano,grande,masculine,food,70
nationality,color,4.7068666666666665,14,0.16,morado,escritorio,americano,masculine,furniture,70
age,size,4.7068666666666665,15,0.04,largo,tomate,nuevo,masculine,food,70
size,shape,4.7068666666666665,16,0.03,redondo,televisi&oacute;n ,grande,feminine,furniture,70
quality,color,4.7068666666666665,17,0.07,verde,manzana,bueno,feminine,food,70
color,texture,4.7068666666666665,18,0.94,suave,escritorio,marr&oacute;n,masculine,furniture,70
size,color,4.7068666666666665,19,0.04,marr&oacute;n,zanahoria,peque&ntilde;o,feminine,food,70
shape,size,4.7068666666666665,20,0.98,largo,ventilador,cuadrado,masculine,furniture,70
texture,age,4.7068666666666665,21,0.96,podrido,zanahoria,duro,feminine,food,70
color,age,4.7068666666666665,22,0.95,nuevo,silla,marr&oacute;n,feminine,furniture,70
color,nationality,4.7068666666666665,23,0.01,americano,queso,azul,masculine,food,70
size,color,4.7068666666666665,24,0,marr&oacute;n,pl&aacute;tano,largo,masculine,food,70
age,texture,4.7068666666666665,25,0.07,liso,silla,podrido,feminine,furniture,70
nationality,quality,4.7068666666666665,26,0.99,malo,zanahoria,americano,feminine,food,70
color,quality,4.7068666666666665,27,1,malo,sof&aacute; ,rojo,masculine,furniture,70
color,size,4.7068666666666665,28,0.97,min&uacute;sculo,ventilador,verde,masculine,furniture,70
color,size,8.74005,3,0.97,corto,ventilador,azul,masculine,furniture,71
size,texture,8.74005,4,0.04,suave,silla,largo,feminine,furniture,71
shape,age,8.74005,5,0.98,nuevo,queso,cuadrado,masculine,food,71
color,size,8.74005,6,0.96,grande,escritorio,azul,masculine,furniture,71
age,texture,8.74005,7,0.05,duro,tomate,fresco,masculine,food,71
color,size,8.74005,8,0.96,min&uacute;sculo,zanahoria,rojo,feminine,food,71
size,color,8.74005,9,0.09,amarillo,sof&aacute; ,grande,masculine,furniture,71
nationality,quality,8.74005,10,1,malo,queso,americano,masculine,food,71
nationality,size,8.74005,11,0.97,enorme,escritorio,espa&ntilde;ol,masculine,furniture,71
nationality,age,8.74005,12,0.02,fresco,televisi&oacute;n ,americano,feminine,furniture,71
color,size,8.74005,13,0.99,enorme,zanahoria,amarillo,feminine,food,71
age,quality,8.74005,14,0.97,bueno,pl&aacute;tano,viejo,masculine,food,71
size,age,8.74005,15,0,viejo,pl&aacute;tano,grande,masculine,food,71
age,size,8.74005,16,0.07,largo,zanahoria,podrido,feminine,food,71
nationality,color,8.74005,17,0.96,morado,manzana,americano,feminine,food,71
age,color,8.74005,18,0.03,morado,silla,viejo,feminine,furniture,71
quality,nationality,8.74005,19,0,americano,zanahoria,bueno,feminine,food,71
size,quality,8.74005,20,0,malo,pl&aacute;tano,enorme,masculine,food,71
age,size,8.74005,21,0.04,peque&ntilde;o,ventilador,nuevo,masculine,furniture,71
age,size,8.74005,22,0.98,largo,manzana,viejo,feminine,food,71
nationality,age,8.74005,23,0.95,podrido,ventilador,americano,masculine,furniture,71
color,nationality,8.74005,24,0.91,americano,silla,azul,feminine,furniture,71
size,nationality,8.74005,25,0.05,mexicano,tomate,grande,masculine,food,71
size,age,8.74005,26,0.95,podrido,sof&aacute; ,largo,masculine,furniture,71
color,size,8.74005,27,0.94,enorme,tomate,marr&oacute;n,masculine,food,71
size,shape,8.74005,28,0.02,redondo,tomate,largo,masculine,food,71
nationality,age,4.219216666666667,3,0.79,fresco,silla,mexicano,feminine,furniture,72
color,quality,4.219216666666667,4,0.81,bueno,pl&aacute;tano,verde,masculine,food,72
shape,quality,4.219216666666667,5,0.77,malo,ventilador,cuadrado,masculine,furniture,72
quality,size,4.219216666666667,6,0.73,grande,sof&aacute; ,bueno,masculine,furniture,72
texture,quality,4.219216666666667,7,0.77,bueno,zanahoria,duro,feminine,food,72
nationality,size,4.219216666666667,8,0.77,largo,sof&aacute; ,mexicano,masculine,furniture,72
shape,nationality,4.219216666666667,9,0.5,americano,escritorio,cuadrado,masculine,furniture,72
texture,nationality,4.219216666666667,10,0.77,americano,pl&aacute;tano,duro,masculine,food,72
size,color,4.219216666666667,11,0.62,azul,televisi&oacute;n ,peque&ntilde;o,feminine,furniture,72
age,color,4.219216666666667,12,0.72,azul,zanahoria,nuevo,feminine,food,72
color,texture,4.219216666666667,13,0.76,duro,televisi&oacute;n ,marr&oacute;n,feminine,furniture,72
nationality,color,4.219216666666667,14,0.63,amarillo,silla,mexicano,feminine,furniture,72
age,color,4.219216666666667,15,0.75,azul,silla,viejo,feminine,furniture,72
size,color,4.219216666666667,16,0.76,amarillo,tomate,grande,masculine,food,72
color,nationality,4.219216666666667,17,0.73,mexicano,ventilador,azul,masculine,furniture,72
age,texture,4.219216666666667,18,0.74,suave,escritorio,fresco,masculine,furniture,72
age,size,4.219216666666667,19,0.57,peque&ntilde;o,tomate,fresco,masculine,food,72
texture,color,4.219216666666667,20,0.79,morado,ventilador,suave,masculine,furniture,72
texture,size,4.219216666666667,21,0.68,corto,escritorio,liso,masculine,furniture,72
size,shape,4.219216666666667,22,0.82,cuadrado,manzana,enorme,feminine,food,72
nationality,age,4.219216666666667,23,0.68,fresco,pl&aacute;tano,americano,masculine,food,72
age,color,4.219216666666667,24,0.82,marr&oacute;n,silla,fresco,feminine,furniture,72
size,color,4.219216666666667,25,0.83,amarillo,ventilador,largo,masculine,furniture,72
age,quality,4.219216666666667,26,0.83,bueno,tomate,viejo,masculine,food,72
shape,texture,4.219216666666667,27,0.8,duro,ventilador,redondo,masculine,furniture,72
texture,age,4.219216666666667,28,0.8,fresco,silla,suave,feminine,furniture,72
age,size,7.9473,3,0.46,enorme,silla,podrido,feminine,furniture,73
shape,quality,7.9473,4,0.84,malo,tomate,cuadrado,masculine,food,73
nationality,texture,7.9473,5,0.13,liso,queso,espa&ntilde;ol,masculine,food,73
color,age,7.9473,6,0.72,fresco,pl&aacute;tano,morado,masculine,food,73
nationality,shape,7.9473,7,0.15,redondo,pl&aacute;tano,espa&ntilde;ol,masculine,food,73
color,quality,7.9473,8,0.83,bueno,televisi&oacute;n ,azul,feminine,furniture,73
size,age,7.9473,9,0.24,fresco,sof&aacute; ,corto,masculine,furniture,73
texture,shape,7.9473,10,0.84,redondo,silla,suave,feminine,furniture,73
size,nationality,7.9473,11,0.24,americano,silla,largo,feminine,furniture,73
quality,color,7.9473,12,0.85,azul,escritorio,malo,masculine,furniture,73
size,color,7.9473,13,0.23,morado,televisi&oacute;n ,enorme,feminine,furniture,73
size,texture,7.9473,14,0.79,duro,sof&aacute; ,largo,masculine,furniture,73
size,age,7.9473,15,0.24,podrido,pl&aacute;tano,grande,masculine,food,73
size,nationality,7.9473,16,0.9,mexicano,zanahoria,largo,feminine,food,73
color,shape,7.9473,17,0.29,redondo,televisi&oacute;n ,marr&oacute;n,feminine,furniture,73
size,age,7.9473,18,0.91,fresco,zanahoria,largo,feminine,food,73
age,color,7.9473,19,0.22,azul,silla,viejo,feminine,furniture,73
texture,age,7.9473,20,0.87,fresco,manzana,liso,feminine,food,73
age,size,7.9473,21,0.12,enorme,tomate,viejo,masculine,food,73
size,color,7.9473,22,0.87,rojo,tomate,corto,masculine,food,73
nationality,texture,7.9473,23,0.19,liso,sof&aacute; ,espa&ntilde;ol,masculine,furniture,73
shape,nationality,7.9473,24,0.79,espa&ntilde;ol,silla,redondo,feminine,furniture,73
size,age,7.9473,25,0.36,fresco,televisi&oacute;n ,enorme,feminine,furniture,73
size,age,7.9473,26,0.81,fresco,manzana,corto,feminine,food,73
nationality,size,7.9473,27,0.27,peque&ntilde;o,silla,mexicano,feminine,furniture,73
size,nationality,7.9473,28,0.74,americano,tomate,largo,masculine,food,73
size,quality,3.5430166666666665,3,0.87,malo,zanahoria,min&uacute;sculo,feminine,food,74
quality,size,3.5430166666666665,4,0.14,enorme,tomate,malo,masculine,food,74
